NOCCODE,OperatorPublicName,RefNm,OpNm,Licence,TLRegOwn,Mode,ManDivNm,GpNme,EBSRAgent,LO,SW,WM,WA,YO,NW,NE,SC,SE,EA,EM,NI,NX,Megabus,"New Bharat",Terravision,NCSD,Easybus,Yorks_RT,"Travel Enq",Comment,AuditDate,AuditEditor,AuditComment,Duplicate,"Date Ceased","Cessation Comment"
EXEC,"Executive Minibuses","Executive MiniBuses (South Ockendon)","Executive Minibuses Ltd",PF1076726,SE,Bus,"Executive Minibuses Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
EXLN,Expresslines,"Expresslines (Bedford)","Expresslines Ltd",PF0000259,SE,Bus,"Expresslines Ltd,",NoGroup_BusMode,,,,,,,,,,EXLN,,EXLN,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
EXMO,"Express Motors","Express Motors","Eric Wyn Jones & Jean Ann Jones",PG0007219,WA,Bus,"Eric Wyn Jones & Jean Ann Jones,",NoGroup_BusMode,,,,*EX00,EXMO,,,EXM,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
EXMO,"Express Motors","Express Motors","Eric Wyn Jones & Jean Ann Jones",PG0007219,WA,Bus,"Eric Wyn Jones & Jean Ann Jones,",NoGroup_BusMode,,,,,EXMO,,,,,,,,,,,,,,,,,,"2014-03-24 00:00:00","John Prince","Add four char version of local code",OK,,
EYMS,"East Yorkshire","East Yorkshire Motor Services","East Yorkshire Motor Services Ltd",PB0000328,YO,Bus,"East Yorkshire Motor Services Ltd,","Go Ahead Group",,,,,EYMS,EY,,EY,,,,EYMS,,,,,,,,EY,,"Also had a second Traveline Yorkshire code of SDMS","2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
EYMS,"East Yorkshire",,"East Yorkshire Motor Services Ltd",PB0000328,YO,Bus,"East Yorkshire Motor Services Ltd,","Go Ahead Group",,,,,,EYM,,,,,,,,,,,,,,,,"Second regional code added for Yorkshire Data","2016-07-27 00:00:00","Steven Penn","Second regional code added for Yorkshire Data",,,
EYMS,"East Yorkshire",,"East Yorkshire Motor Services Ltd",PB0000328,YO,Bus,"East Yorkshire Motor Services Ltd,","Go Ahead Group",,,,,,SDM,,,,,,,,,,,,,,,,,,,,,,
FABC,"Fareline Bus & Coach Services","Fareline Bus & Coach Services","Jeff Morss",PF0000069,SW,Bus,"Jeff Morss,",NoGroup_BusMode,,,719FA,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Revert EA code to DIVA for David Dyson",OK,,
FABD,"First Aberdeen","First in Aberdeen","First Aberdeen Ltd",PM0000631,SC,Bus,"First Scotland,",First,,,,,,,,FIA,FAB,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODE Added",OK,,
FABD,"First Aberdeen","First in Aberdeen","First Aberdeen Ltd",PM0000631,SC,Bus,"First Scotland,",First,,,,,,,,,FABD,,,,,,,,,,,,,,,,,,,
FAIC,"Fairbrothers Coaches","Fairbrothers Coaches","David Fairbrother",PC0003782,NW,Bus,"David Fairbrother,",NoGroup_BusMode,,,,,,,FAIR,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
FAIC,"Fairbrothers Coaches","Fairbrothers Coaches","David Fairbrother",PC0003782,NW,Bus,"David Fairbrother,",NoGroup_BusMode,,,,,,,2898,,,,,,,,,,,,,,,,"2016-09-19 00:00:00","Amy Brown","Added old local code back in",Dup,,
FAIC,"Fairbrothers Coaches","Fairbrothers Coaches","David Fairbrother",PC0003782,NW,Bus,"David Fairbrother,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
FAIR,"Fairline Coaches","Fairline Coaches","Fairline Coaches Ltd",PM0001106,SC,Bus,"Fairline Coaches Ltd,",NoGroup_BusMode,,,,,,,,,FAI,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
FALC,"Falcon Coaches","Falcon Coaches","Falcon Coaches Ltd",PK1109969,SE,Bus,"Falcon Coaches Ltd",NoGroup_BusMode,,,,,,,,,,FALC,,,,,,,,,,,,,"2017-01-25 00:00:00","Amy Brown","Added for Stuart Reynolds",,,
FALT,"Falcon Travel","Falcon Travel","Falcon Travel Wakefield Limited",PB2008115,YO,Bus,"Falcon Travel Wakefield Limited",NoGroup_BusMode,,,,,,FAL,,,,,,,,,,,,,,,,,,,,,,
FARG,"Fargo Coaches","Fargo Coaches","Lisa Farrugia-Bolt and Christopher Bolt",PH1115575,SE,Bus,"Lisa Farrugia-Bolt and Christopher Bolt,",NoGroup_BusMode,,,,,,,,,,FARG,,,,,,,,,,,,,"2021-01-05 00:00:00","Amy Brown",,OK,,
FARI,"Farington Travel","Farington Travel","Hazel Mary Johnson",PC1039279,NW,Bus,"Hazel Mary Johnson,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
FARL,"Farleigh Coaches","Farleigh Coaches (Rochester)","Carosa Ltd",PK1031828,SE,Bus,"Carosa Ltd,",NoGroup_BusMode,,,,,,,,,,FARL,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
FBOR,"First Borders","First Borders","First Borders",,NW,Bus,"First Scotland,",First,,,,,,,FSB,FSB,,,,,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Added code to NW",OK,,
FBOS,"First Buses of Somerset",First,"First South West Ltd",PH0004983,SW,Bus,"First South West Ltd,",First,,,FS1,,,,,,,,,,,,,,,,,,,,"2015-09-03 00:00:00","J Prince","Split from FCWL for Andy Hole",OK,,
FBOS,"First Buses of Somerset",First,"First South West Ltd",PH0004983,SW,Bus,"First South West Ltd,",First,,,FBOS,,,,,,,,,,,,,,,,,,,,,,,,,
FBOS,"First Buses of Somerset",First,"First South West Ltd",PH0004983,SW,Bus,"First South West Ltd,",First,,,SA,,,,,,,,,,,,,,,,,,,,,,,,,
FBRA,"First Bradford",First,"First West Yorkshire Ltd",PB0000815,YO,Bus,"First North,",First,,,,,,YRB,,FB,,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODE Added",OK,,
FBRA,"First Bradford",First,"First West Yorkshire Ltd",PB0000815,YO,Bus,"First North,",First,,,,,,FBRA,,,,,,,,,,,,,,,,,,,,,,
FBRI,"First Bristol, Bath & the West",First,"First West of England Ltd",PH0000132,SW,Bus,"First West of England,",First,,,FB,,FBRI,,,FBR,,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODE Added",OK,,
FBRI,"First Bristol, Bath & the West","First Bristol, Bath & the West","First West of England Ltd",PH0000132,SW,Bus,"First West of England,",First,,,FBRI,,,,,,,,,,,,,,,,,,,,,,,,,
FBRO,"Fairbrothers Ltd","Fairbrothers Ltd","Fairbrothers Limited",PC1017925,NW,Bus,"Fairbrothers Limited,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
FBSM,"1st Bus Stop Ltd","1st Bus Stop Ltd","1st Bus Stop Ltd",PK1147727,SE,Bus,"1st Bus Stop Ltd,",NoGroup_BusMode,,,,,,,,,,FBSM,,,,,,,,,,,,,"2021-03-22 00:00:00",,,OK,,
FBUZ,"Fleet Buzz","CountryWide Fleet Buzz","Stagecoach (South) Ltd",PH0005857,SE,Bus,"Stagecoach South,",Stagecoach,,,CV,CWI,FBUZ,,,FBZ,,FBUZ,,,,,,,,,,,,,"2014-11-05 00:00:00","John Prince","Change PH1029575 to PH0005857 for Chas Allen",OK,,
FCAL,"First Call","First Call Travel (Merthyr Tydfil)","First Calltravel Ltd",PG1092301,WA,Bus,"First Calltravel Ltd,",NoGroup_BusMode,,,,,FCAL,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
FCBU,"Four Counties Buses","First Flexi (PMT )","Four Counties Buses",,SE,Bus,"Four Counties Buses,",First,,,,,,,,,,FCBU,FCBU,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-06-15 00:00:00","Data cleanse for David Dyson"
FCHE,"First Chester","First Chester","First Chester",,NW,Bus,"First Midlands,",First,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
FCHS,Finches,"F.E. Finch Bus & Coach (Wigan)","Brian Finch",PC0003179,NW,Bus,"Brian Finch,",NoGroup_BusMode,,,,,,,FIN,,,,,,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
FCHS,Finches,Finches,"Brian Finch",PC0003179,NW,Bus,"Brian Finch,",NoGroup_BusMode,,,,,,,FCHS,,,,,,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
FCHS,Finches,Finches,"Brian Finch",PC0003179,NW,Bus,"Brian Finch,",NoGroup_BusMode,,,,,,,2916,,,,,,,,,,,,,,,,"2019-09-30 00:00:00","Amy Brown",,,,
FCLG,"First Coaches Limited","First Coaches","First Coaches Limited",PH0004986,SW,Bus,"First Dorset & South Somerset,",First,,,FCL,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-07-03 00:00:00","Data cleanse for Andy Hole"
FCTV,"First Choice Airport Services","First Choice Travel","First Choice Travel (Stanley) Ltd",PB1053759,NE,Bus,"First Choice Travel (Stanley) Ltd,",NoGroup_BusMode,,,,,,,,FCT,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
FCWL,"First Kernow",First,"First South West Ltd",PH0004983,SW,Bus,"First South West Ltd,",First,,,FDC,*TR,,,,FCL,,,,,,,,,,,,,,,"2015-09-03 00:00:00","J Prince","Change Public Name for Andy Hole",OK,,
FCWL,"First Kernow","First Kernow","First South West Ltd",PH0004983,SW,Bus,"First South West Ltd,",First,,,FCWL,,,,,,,,,,,,,,,,,,,,,,,,,
FCYM,"First South & West Wales","First Cymru","First Cymru Buses Ltd",PG0000421,WA,Bus,"First South & West Wales,",First,,,,,FCYM,,,FCY,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",Dup,,
FDOR,"First Wessex, Dorset & South Somerset",First,"First Hampshire & Dorset Ltd",PH0006159,SW,Bus,"First Hampshire,",First,,,FD,,,,,FDR,,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODE Added",OK,,
FDOR,"First Wessex, Dorset & South Somerset",First,"First Hampshire & Dorset Ltd",PH0006159,SW,Bus,"First Hampshire,",First,,,FDOR,,,,,,,,,,,,,,,,,,,,,,,,,
FDSL,"FLIGHT DELAY SERVICES LTD","Flight Delay Services Ltd","Flight Delay Services Ltd",PC1053761,NW,Bus,"Tellings Golden Miller,",NoGroup_BusMode,,,,,,,1947,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
FDVN,"First South Devon",First,"First South West Ltd",PH0004983,SW,Bus,"First South West Ltd,",First,,,WN,*WN,FDVN,,,FSD,,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODE Added",OK,,
FECS,"First Norfolk & Suffolk",First,"First Eastern Counties Buses Ltd",PF0000323,SW,Bus,"First East of England,",First,,,FECS,,,,,,,FECS,FECS,FECS,,,,,,,,,,,"2013-10-15 00:00:00","John Prince","Change Norfolk and Sufffolk round for Stuart Reynolds",OK,,
FECS,"First Norfolk & Suffolk",First,"First Eastern Counties Buses Ltd",PF0000323,SW,Bus,"First East of England,",First,,,,,,,,,,,715EC,FECS,,,,,,,,,,,"2015-08-05 00:00:00","John Prince","Add DIVA code back in for EA",Dup,,
FELL,Fellrunner,Fellrunner,Fellrunner,,NW,Bus,"Fellrunner,",NoGroup_BusMode,,,,,,,FEL,,,,,,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Added code to NW",OK,,
FELT,"Feline Executive Travel","Feline Executive Travel","RICHARD JOHN HIPKISS & PAMELA AUDREY HIPKISS"," PF1124990",EA,Bus,"RICHARD JOHN HIPKISS & PAMELA AUDREY HIPKISS",NoGroup_BusMode,,,,,,,,,,FELT,FELT,,,,,,,,,,,,"2016-11-07 00:00:00","Amy Brown","Added for Stuart Reynolds",,,
FELX,Felix,"Felix Bus Services Ltd (Ilkeston)","Felix Bus Services Ltd",PC0003300,EM,Bus,"Felix Bus Services Ltd,",NoGroup_BusMode,,,,,,,,,,,,FELX,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-07-09 00:00:00",Ceased
FERR,"Ferris Holidays Ltd","Ferris Holidays Ltd","Ferris Holidays Ltd",PG1029813,WA,Bus,"Ferris Holidays Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
FESX,"First Essex",First,"First Essex Buses Ltd",PF0000599,SE,Bus,"First East of England,",First,,,718EN,*132,FESX,,,,,FESX,FESX,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
FESX,"First Essex",First,"First Essex Buses Ltd",PF0000599,SE,Bus,"First East of England,",First,,,FESX,,,,,,,FE,,,,,,,,,,,,,,,,,,
FETR,"Far East Travel","Far East Travel","Far East Travel Ltd",PF1046101,EA,Bus,"Far East Travel Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
FEUR,"Feury Coaches","Feury Coaches","Feury Coaches",,NW,Bus,"Feury Coaches            ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
FFLX,"First Flexi (PMT )","First Flexi (PMT )","First Flexi (PMT )",,WM,Bus,"First Flexi (PMT ),",First,,,,FLX,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
FFOC,"Ffoshelig Coaches","Ffoshelig Coaches","Phillip Rhodri Evans",PG1127013,WA,Bus,"Phillip Rhodri Evans,",NoGroup_BusMode,,,,,FFOC,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
FGLA,"First Greater Glasgow","First in Greater Glasgow","First Glasgow (No1) Ltd",PM0000001,SC,Bus,"First Scotland,",First,,,,,,,,FGL,FGL,,,,,,,,,,,,,,"2014-02-04 00:00:00","J Prince","Specify Lic Name",OK,,
FGLA,"First Greater Glasgow","First in Greater Glasgow","First Glasgow (No1) Ltd",PM0000001,SC,Bus,"First Scotland,",First,,,,,,,,,FGLA,,,,,,,,,,,,,,,,,,,
FHAL,"First Halifax",First,"First West Yorkshire Ltd",PB0000815,NW,Bus,"First North,",First,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
FHAM,"First Portsmouth, Fareham & Gosport",First,"First Hampshire & Dorset Ltd",PH0006159,SW,Bus,"First Hampshire,",First,,,FP,,FHAM,,,FHS,,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODE Added",OK,,
FHAM,"First Portsmouth, Fareham & Gosport",First,"First Hampshire & Dorset Ltd",PH0006159,SW,Bus,"First Hampshire,",First,,,FHAM,,,,,,,,,,,,,,,,,,,,,,,,,
FHAM,"First Portsmouth, Fareham & Gosport",First,"First Hampshire & Dorset Ltd",PH0006159,SW,Bus,"First Hampshire,",First,,,FH,,,,,,,,,,,,,,,,,,,,,,,,,
FHDO,"First in Hants & Dorset",First,"First Hampshire & Dorset Ltd",PH0006159,SW,Bus,"First Hampshire,",First,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
FHML,"Wessex Connect",,"Flights Hallmark Ltd",PD1006165,SW,Bus,"Rotala,",Rotala,,,,,,,,WC,,FHML,,,,,,,,,,,,,"2015-07-29 00:00:00","J Prince","Change Public Name to Wessex Connect",OK,,
FHMR,"Wessex Red",,"Flights Hallmark Ltd",PD1006165,SW,Bus,"Rotala,",Rotala,,,FH1,,,,,,,,,,,,,,,,,,,,"2013-10-01 00:00:00","J Prince","Copy of FHML for Peter Stoner",OK,,
FHMS,"Wessex Star",,"Flights Hallmark Ltd",PD1006165,SW,Bus,"Rotala,",Rotala,,,FH2,,,,,,,,,,,,,,,,,,,,"2015-07-29 00:00:00","John Prince","Added for Andy Hole",OK,,
FHUD,"First Halifax, Calder Valley & Huddersfield",First,"First West Yorkshire Ltd",PB0000815,YO,Bus,"First North,",First,,,,,,FHUD,FHUD,,,,,FHUD,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
FHUD,"First Halifax, Calder Valley & Huddersfield","First Halifax, Calder Valley & Huddersfield","First West Yorkshire Ltd",PB0000815,YO,Bus,"First North,",First,,,,,,YRK,FHAL,,,,,,,,,,,,,,,,"2016-09-29 00:00:00","Steven Penn","Added second NW code",,,
FHUD,"First Halifax, Calder Valley & Huddersfield","First Halifax, Calder Valley & Huddersfield","First West Yorkshire Ltd",PB0000815,YO,Bus,"First North,",First,,,,,,YRC,FWYO,,,,,,,,,,,,,,,,,,,,,
FINE,"Finesse Coaches","Finesse Coaches","Finesse Coaches Ltd",PD1072806,WM,Bus,"Finesse Coaches Ltd,",NoGroup_BusMode,,,,FIN,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
FING,"Finglands Coachways",Finglands,"Finglands Coachways Ltd",PC0001293,NW,Bus,"Finglands Coachways Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
FINT,"Finesse Travel","Finesse Travel","Finesse Travel",PD1065477,WM,Bus,"Finesse Travel",NoGroup_BusMode,,,,FINT,,,,,,,,,,,,,,,,,,,"2017-12-18 00:00:00","Amy Brown","Added for Qamar Bajjar",,,
FIRS,"First Choice Airport Services","First Choice Airport Services","First Choice Airport Services",,NW,Bus,"First Choice Airport Services                   ,",NoGroup_BusMode,,,,,,,1379,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
FISH,Fishers,Fishers,Fishers,,WM,Bus,"Fishers,",NoGroup_BusMode,,,,FSH,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
FLDS,"First Leeds","First Leeds","First West Yorkshire Ltd",PB0000815,YO,Bus,"First North,",First,,,,,,YRL,,FLS,,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODE Added",OK,,
FLDS,"First Leeds","First Leeds","First West Yorkshire Ltd",PB0000815,YO,Bus,"First North,",First,,,,,,FLDS,,,,,,,,,,,,,,,,,"2020-09-11 00:00:00","Amy Brown","Added for Yorkshire data team",,,
FLEI,"First Leicester",First,"Leicester CityBus Ltd",PF0007035,EM,Bus,"First Midlands,",First,,,,,,,,,,,,FLEI,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
FLEI,"First Leicester",First,"Leicester CityBus Ltd",PF0007035,EM,Bus,"First Midlands,",First,,,,,,,,,,,,FM,,,,,,,,,,,,,,,,
FLET,"Fletcher's Coaches","Fletcher's Coaches (Burton-on-Trent)","Graham Stuart Fletcher",PD0000622,EM,Bus,"Graham Stuart Fletcher,",NoGroup_BusMode,,,,FLE,,,2396,,,,,FLET,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
FLIG,Flights,Flights,"Flights Hallmark Ltd",PF1041432,WM,Bus,"Rotala,",Rotala,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-09-28 00:00:00","Licence Ceased for Gary Leek"
FLNE,"Fastline Travel","Fastline Travel","Fastline Travel Ltd",PD1086313,WM,Bus,"Fastline Travel Ltd,",NoGroup_BusMode,,,,FAS,,,,,,,,,,,,,,,,,,,"2015-08-19 00:00:00","John Prince","Added for Gary Leek",OK,,
FLON,"First in London",First,"First Capital East Ltd",PK0002406,LO,Bus,"First Capital East Ltd,",First,,FST,,,,,,,,FLON,,,,,,,,,,,,,"2014-02-04 00:00:00","John Prince","Specify Lic Name",OK,"2015-06-15 00:00:00","Data cleanse for David Dyson"
FLOR,"Florida Coaches","Florida Coaches","Florida Taxis & Coaches Ltd",PF1062699,SE,Bus,"Florida Taxis & Coaches Ltd,",NoGroup_BusMode,,,,,,,,,,FLOR,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
FLYE,Flyer,Flyer,"Yorkshire Coastliner Ltd",,YO,Bus,"Transdev Blazefield,",Transdev,,,,,,FLY,,,,,,,,,,,,,,,,,"2022-01-18 00:00:00","Amy Brown",,,,
FMAN,"First Greater Manchester","First in Greater Manchester","First Manchester Ltd",PC0003680,NW,Bus,"First North,",First,,,,,,GM,GMN,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
FMAN,"First Greater Manchester","First in Greater Manchester","First Manchester Ltd",PC0003680,NW,Bus,"First North,",First,,,,FML,,FGM,FMC,,,,,FMAN,,,,,,,,GM,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
FMAN,"First Greater Manchester","First in Greater Manchester","First Manchester Ltd",PC0003680,NW,Bus,"First North,",First,,,,,,,FMAN,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",Dup,,
FMAN,"First Greater Manchester",,"First Manchester Ltd",,NW,Bus,"First North,",First,,,,,,,FM,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",,,
FMOR,"First Moreton","First Moreton","First Moreton",,NW,Bus,"First Moreton                                   ,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,"Moreton First school's transport?","2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
FNDE,"First North Devon",First,"First South West Ltd",PH0004983,SW,Bus,"First South West Ltd,",First,,,,*FND,FNDE,,,FND,,,,,,,,,,,,,,,"2011-12-23 00:00:00","J Prince","NE CODE Added",OK,,
FNOR,"First in Northampton",First,"Northampton Transport Ltd",PF0007045,EM,Bus,"First Midlands,",First,,,,FNO,,,,,,,,FNOR,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,"2015-08-24 00:00:00","Ceased for David Simpson"
FORR,"Norman Forrest","Norman Forrest","Norman Forrest",,NW,Bus,"Norman Forrest          ,",NoGroup_BusMode,,,,,,,FOR,,,,,,,,,,,,,,,,"2016-09-09 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
FOSS,"Fosseway Coaches (Chippenham) aka Faresaver","Fosseway Coaches","Faresaver Limited",PH0004798,SW,Bus,"Faresaver Limited,",NoGroup_BusMode,,,FO,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,,
FOWT,"Fowlers Travel","W H Fowner & Sons (Spalding)","W H Fowler & Sons (Coaches) Ltd",PF0007109,EM,Bus,"W H Fowler & Sons (Coaches) Ltd,",NoGroup_BusMode,,,,,,,,,,,FOWT,FOWT,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
FPIO,"First Greater Manchester","First Pioneer","First Pioneer Bus Ltd",PC0004846,NW,Bus,"First Pioneer Bus Ltd,",First,,,,,,,,,,,,,,,,,,,,,,,"2015-10-27 00:00:00","Steven Penn","Moved NW code (1952) to FMAN",OK,,
FPOT,"First Potteries","First Potteries Limited","First Potteries Ltd",PD0000003,WM,Bus,"First Midlands,",First,,,,PMT,,,PMT,,,,,,,,,,,,,,,,"2016-09-08 00:00:00","Amy Brown","Replaced Trapeze code with new local code",OK,,
FPOT,"First Potteries","First Potteries Limited","First Potteries Ltd",PD0000003,WM,Bus,"First Midlands,",First,,,,FPOT,,,,,,,,,,,,,,,,,,,,,,,,
FPOT,"First Potteries","First Potteries Limited","First Potteries Ltd",PD0000003,WM,Bus,"First Midlands,",First,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,
FPTX,"Fred Prophet Taxis","Fred Prophet Taxis","Fred Prophet",PB1046168,NE,Bus,"Fred Prophet,",NoGroup_BusMode,,,,,,,,FPT,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,,
FRBD,"Freebird Coaches (BURY)","Freebird Coaches","Paul Dart",PC0003678,NW,Bus,"Paul Dart,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2010-03-31 00:00:00","Mark Fell","Intial NOC Build",OK,"2015-09-23 00:00:00","Operator Ceased for John McCabe"
FRBE,"Travel South Yorks",FreeBee,"First South Yorkshire Ltd",PB0002307,YO,Bus,"First North,",First,,,,,,,,,,,,,,,,,,,,POF,,,"2011-07-15 00:00:00","J Prince","YO added this",OK,"2014-04-28 00:00:00","Ceased for Andrew Davie"
FRDS,"Fords Coaches","Fords Coaches","Anthony A W Ford & Anthony W Ford",PF1099410,SE,Bus,"Anthony A W Ford & Anthony W Ford,",NoGroup_BusMode,,,,,,,,,,FRDS,,,,,,,,,,,,,"2015-06-15 00:00:00","John Prince","Data cleanse for David Dyson",OK,,
FRED,"Fred's of Ilkeston","Fred's of Ilkeston","Frederick Hancox",PC0003956,EM,Bus,"Frederick Hancox,",NoGroup_BusMode,,,,,,,,,,,,FRED,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
FRMN,FromeBus,FromeBus,"Fromebus Limited",PH2011826,SW,Bus,"Fromebus Limited,",NoGroup_BusMode,,,FR,*FR,FRMN,,,FRM,,,,,,,,,,,,,,,"2018-09-17 00:00:00","Amy Brown","Updated licence",OK,,
FRNH,"Fernhill Travel Ltd","Fernhill Travel Ltd","Fernhill Travel Ltd",PH1019114,SE,Bus,"Fernhill Travel Ltd,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-09-20 00:00:00","John Prince","Swap Public Name and Reference Name",OK,,
FRRS,"Forres Taxis & Minicoaches","Forres Taxis & Minicoaches","Colin J Tulloch & Ewan M Tulloch",PM0002783,SC,Bus,"Colin J Tulloch & Ewan M Tulloch,",NoGroup_BusMode,,,,,,,,,,,,,,,,,,,,,,,"2013-08-30 00:00:00","John Prince","Replace blank PublicName with ReferenceName",OK,"2015-10-01 00:00:00","Licence Ceased for Stuart McNeil"
